Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes
IC2570;G;10:21:34.30;-33:37:23.6;Ant;0.82;0.44;172;16.04;;12.80;12.05;11.76;23.79;SBbc;;;;;;;;2MASX J10213427-3337234,ESO 375-011,ESO-LV 375-0110,PGC 030307;;;
IC2571;Dup;10:21:35.08;-34:16:00.5;Ant;;;;;;;;;;;;;;;3223;;;;;;
IC2572;G;10:25:07.28;+28:05:41.3;LMi;0.90;0.43;26;15.60;;12.45;11.68;11.55;23.64;Sa;;;;;;;;2MASX J10250725+2805409,IRAS 10222+2820,MCG +05-25-008,PGC 030562,SDSS J102507.27+280541.3,SDSS J102507.28+280541.3,UGC 05636;;;
IC2573;G;10:23:30.18;-35:27:20.1;Ant;1.50;0.33;2;15.37;;13.13;12.81;12.58;23.66;SBcd;;;;;;;;2MASX J10233017-3527199,ESO 375-017,ESO-LV 375-0170,PGC 030442;;;
IC2574;G;10:28:23.48;+68:24:43.7;UMa;12.91;5.57;48;11.07;10.87;11.48;10.91;10.72;24.38;SABm;;;;;;;;2MASX J10282348+6824437,MCG +12-10-038,PGC 030819,UGC 05666;Coddington's Nebula;;
IC2575;G;10:25:24.00;-32:38:10.5;Ant;0.63;0.58;55;15.90;;13.12;12.59;12.01;23.54;Sbc;;;;;;;;2MASX J10252399-3238102,ESO 436-017,ESO-LV 436-0170,PGC 030586;;;
IC2576;G;10:25:58.98;-32:54:12.5;Ant;0.94;0.63;42;14.81;;12.39;11.86;11.35;23.11;Sb;;;;;;;;2MASX J10255899-3254123,ESO 375-023,ESO-LV 375-0230,IRAS 10236-3238,MCG -05-25-003,PGC 030634;;;
IC2577;G;10:28:01.45;+32:45:50.0;LMi;0.70;0.41;103;15.30;;13.12;12.40;11.80;23.09;Sb;;;;;;;;2MASX J10280142+3245498,MCG +06-23-018,PGC 030797,SDSS J102801.45+324549.9,SDSS J102801.45+324550.0;;;
IC2578;G;10:27:22.69;-33:52:38.4;Ant;1.51;0.35;143;14.99;;11.56;10.78;10.50;23.48;Sc;;;;;;;;2MASX J10272268-3352384,ESO 375-029,ESO-LV 375-0290,IRAS 10250-3337,PGC 030753;;;
IC2579;Dup;10:29:16.84;+26:05:57.3;Leo;;;;;;;;;;;;;;;3251;;;;;;
IC2580;G;10:28:17.98;-31:31:04.9;Ant;2.05;1.75;128;13.21;;10.96;10.35;10.04;23.54;Sc;;;;;;;;2MASX J10281798-3131049,ESO 436-025,ESO-LV 436-0250,ESO-LV 436-0271,IRAS 10260-3115,MCG -05-25-004,PGC 030814;;ESO-LV has two entries for this object.;
IC2581;OCl;10:27:29.15;-57:37:02.3;Car;6.00;;;4.79;4.30;;;;;;;;;;;;;MWSC 1805;;;
IC2582;G;10:29:11.00;-30:20:33.0;Ant;1.29;1.25;150;13.68;;11.34;10.58;10.14;22.89;Sbc;;;;;;;;2MASX J10291098-3020329,ESO 436-028,ESO-LV 436-0280,IRAS 10268-3005,MCG -05-25-006,PGC 030880;;;
IC2583;G;10:31:10.44;+26:03:18.2;Leo;0.59;0.49;124;15.10;;11.98;11.29;11.05;22.78;E;;;;;;;;2MASX J10311044+2603185,MCG +04-25-027,PGC 031033,SDSS J103110.44+260318.0,SDSS J103110.44+260318.1,SDSS J103110.44+260318.2;;;
IC2584;G;10:29:51.49;-34:54:41.9;Ant;1.44;0.59;134;13.62;12.80;10.40;9.71;9.42;23.07;S0;;;;;;;;2MASX J10295150-3454417,ESO 375-043,ESO-LV 375-0430,MCG -06-23-037,PGC 030938;;;
IC2585;Dup;10:30:26.49;-35:21:34.2;Ant;;;;;;;;;;;;;;;3271;;;;;;
IC2586;G;10:31:02.40;-28:42:59.9;Hya;1.53;1.19;85;13.68;;10.32;9.58;9.37;23.34;E;;;;;;;;2MASX J10310240-2842597,ESO 436-030,ESO-LV 436-0300,MCG -05-25-008,PGC 031025;;;
IC2587;G;10:30:59.60;-34:33:46.6;Ant;1.98;1.47;36;13.38;12.95;10.07;9.37;9.11;23.56;E-S0;;;;;;;;2MASX J10305958-3433466,ESO 375-051,ESO-LV 375-0510,MCG -06-23-047,PGC 031020;;;
IC2588;G;10:31:50.14;-30:23:04.3;Ant;1.65;1.31;154;13.65;;10.51;9.82;9.42;23.27;Sa;;;;;;;;2MASX J10315013-3023044,ESO 436-033,ESO-LV 436-0330,IRAS 10295-3007,MCG -05-25-009,PGC 031088;;;
IC2589;G;10:32:20.82;-24:02:15.2;Hya;0.82;0.39;11;14.27;;11.41;10.72;10.42;22.21;Sb;;;;;;;;2MASX J10322081-2402152,ESO 501-004,ESO-LV 501-0040,IRAS 10299-2346,PGC 031126;;;
IC2590;G;10:36:16.58;+26:57:44.9;LMi;0.97;0.97;10;14.70;;11.25;10.41;10.19;23.43;S0;;;;;;;;2MASX J10361658+2657444,MCG +05-25-024,PGC 031429,SDSS J103616.57+265744.8,UGC 05756;;;
IC2591;G;10:36:38.67;+35:03:10.5;LMi;1.00;0.62;134;14.50;;12.31;11.50;11.38;22.98;SBc;;;;;;;;2MASX J10363862+3503109,IRAS 10337+3518,MCG +06-23-022,PGC 031474,SDSS J103638.66+350310.4,SDSS J103638.67+350310.5,UGC 05763;;;
IC2592;Dup;10:35:08.28;-43:41:30.5;Vel;;;;;;;;;;;;;;;3366;;;;;;
IC2593;G;10:36:15.95;-12:43:32.9;Hya;0.87;0.58;88;15.26;;12.26;11.48;11.38;23.93;S0-a;;;;;;;;2MASX J10361594-1243320,LEDA 155439;;;
IC2594;G;10:36:04.17;-24:19:23.1;Hya;1.66;1.39;112;13.39;;10.27;9.59;9.35;23.34;E-S0;;;;;;;;2MASX J10360418-2419229,ESO 501-028,ESO-LV 501-0280,MCG -04-25-028,PGC 031405;;;
IC2595;Other;10:37:33.12;-11:07:00.2;Sex;;;;;;;;;;;;;;;;;;;;"Nothing here; nominal position.";
IC2596;G;10:34:12.46;-73:14:24.5;Car;1.32;0.81;179;15.60;;10.83;10.09;9.72;22.89;Sab;;;;;;;;2MASX J10341244-7314245,ESO 038-002,IRAS 10329-7258,PGC 031265;;;
IC2597;G;10:37:47.45;-27:04:54.1;Hya;2.62;1.73;8;12.75;;9.46;8.78;8.53;23.86;E;;;;;;;;2MASX J10374734-2704524,ESO 501-058,ESO-LV 501-0580,MCG -04-25-051,PGC 031586;;;
IC2598;G;10:39:42.33;+26:43:39.2;LMi;0.66;0.39;152;15.10;;12.26;11.48;11.05;22.87;Sa;;;;;;;;2MASX J10394233+2643394,IRAS 10369+2659,PGC 031713;;;
IC2599;HII;10:37:27.09;-58:44:00.2;Car;20.00;20.00;;;;;;;;;;;;;;;;HD 092207,HIP 052004;;This is part of the emission nebula NGC 3324, and includes a star.;
IC2600;G;10:46:38.80;+72:19:13.6;UMa;0.62;0.45;115;15.60;;12.19;11.42;11.21;23.29;;;;;;;;;2MASX J10463880+7219136,MCG +12-10-075,PGC 032151;;;
IC2601;G;10:47:13.32;+72:19:22.9;UMa;0.35;0.28;165;15.50;;11.55;10.87;10.50;;E;;;;;;;;2MASX J10471326+7219228,MCG +12-10-078,PGC 032187;;;
IC2602;OCl;10:42:57.47;-64:23:39.1;Car;48.00;;;;;;;;;;;;;;;;;C 102,MWSC 1841;tet Car Cluster;;
IC2603;Other;10:48:25.36;+32:55:38.3;LMi;;;;;;;;;;;;;;;;;;;;"Nothing here; nominal position.";
IC2604;G;10:49:25.07;+32:46:21.8;LMi;1.18;1.03;40;15.00;;12.96;12.32;12.64;23.74;SBm;;;;;;;;2MASX J10492498+3246217,MCG +06-24-016,PGC 032390,SDSS J104925.06+324621.7,SDSS J104925.07+324621.8,UGC 05927;;;
IC2605;Other;10:49:47.54;+32:58:23.5;LMi;0.40;0.20;0;15.39;;;;;;;;;;;;;;;;This is the southwestern arm of NGC 3395. B-Mag taken from LEDA.;
IC2606;G;10:50:17.65;+37:57:22.4;LMi;1.07;0.40;112;14.80;;11.47;10.73;10.42;23.27;S0-a;;;;;;;;2MASX J10501764+3757221,MCG +06-24-021,PGC 032465,SDSS J105017.64+375722.3,SDSS J105017.65+375722.4;;;
IC2607;G;10:50:18.94;+37:59:38.2;LMi;0.75;0.48;63;15.30;;12.80;12.24;11.82;23.19;SBab;;;;;;;;2MASX J10501890+3759381,MCG +06-24-023,PGC 032468,SDSS J105018.93+375938.1,SDSS J105018.94+375938.2;;;
IC2608;G;10:50:15.52;+32:46:05.4;LMi;0.79;0.31;121;15.60;;13.16;12.54;12.21;22.99;SBc;;;;;;;;2MASX J10501549+3246055,PGC 032464,SDSS J105015.51+324605.3,SDSS J105015.51+324605.4,SDSS J105015.52+324605.4;;;
IC2609;Dup;10:50:17.98;-12:06:31.4;Hya;;;;;;;;;;;;;;;3404;;;;;;
IC2610;Other;10:52:08.07;+33:04:59.4;LMi;;;;;;;;;;;;;;;;;;;;"Nothing here; nominal position.";
IC2611;*;10:52:38.93;+10:08:10.9;Leo;;;;;;;;;;;;;;;;;;SDSS J105238.93+100810.8;;;
IC2612;G;10:53:37.16;+32:46:03.5;LMi;0.82;0.56;108;15.78;;12.25;11.60;11.60;24.06;E-S0;;;;;;;;2MASX J10533714+3246034,MCG +06-24-033,PGC 032704,SDSS J105337.15+324603.5,SDSS J105337.16+324603.4,SDSS J105337.16+324603.5;;;B-Mag taken from LEDA. 
IC2613;Dup;10:49:50.11;+32:58:58.3;LMi;;;;;;;;;;;;;;;3395;;;;;;
IC2614;G;11:01:33.80;+38:48:13.2;UMa;0.24;0.24;16;16.50;;;;;;SBab;;;;;;;;2MASX J11013383+3848137,SDSS J110133.80+384813.2,SDSS J110133.81+384813.2;;;B-Mag taken from LEDA. 
IC2615;G;11:02:02.28;+37:56:42.9;UMa;0.38;0.34;80;15.50;;12.53;11.83;11.61;;S0-a;;;;;;;;2MASX J11020228+3756427,PGC 033289,SDSS J110202.27+375642.8,SDSS J110202.28+375642.9;;;
IC2616;G;11:02:05.76;+38:47:14.1;UMa;0.66;0.48;69;15.60;;12.03;11.30;11.11;23.39;E;;;;;;;;2MASX J11020574+3847137,MCG +07-23-012,PGC 033291,SDSS J110205.75+384714.0,SDSS J110205.76+384714.0,SDSS J110205.76+384714.1;;;
IC2617;G;11:02:07.63;+38:39:51.3;UMa;0.89;0.45;97;15.00;;11.71;10.95;10.68;23.39;S0;;;;;;;;2MASX J11020760+3839511,MCG +07-23-011,PGC 033292,SDSS J110207.62+383951.2,SDSS J110207.63+383951.3;;;
IC2618;**;11:01:58.82;+27:47:21.3;LMi;;;;;;;;;;;;;;;;;;;;;
IC2619;G;11:02:15.26;+37:57:57.9;UMa;0.33;0.22;67;15.70;;13.01;12.35;12.02;;E;;;;;;;;2MASX J11021525+3757582,PGC 033297,SDSS J110215.25+375757.9,SDSS J110215.26+375757.9;;;
IC2620;G;11:02:23.95;+38:30:18.1;UMa;1.04;0.94;110;14.90;;11.73;10.99;10.67;23.88;S0-a;;;;;;;;2MASX J11022392+3830182,MCG +07-23-013,PGC 033301,SDSS J110223.95+383018.0,SDSS J110223.95+383018.1,UGC 06107;;;
IC2621;PN;11:00:19.99;-65:14:57.7;Car;0.08;;;11.30;11.20;11.61;11.46;10.52;;;;16.40;15.40;;;;HD 95541;ESO 093-004,IRAS 10583-6458,PK 291-04 1,PN G291.6-04.8;;Within 10 degrees of the galactic plane.;
IC2622;Dup;11:02:59.67;-16:17:22.0;Crt;;;;;;;;;;;;;;;3508;;;;;;
IC2623;G;11:03:50.96;-20:05:35.0;Crt;1.06;0.73;64;14.37;;11.50;10.84;10.55;23.32;E-S0;;;;;;;;2MASX J11035096-2005347,ESO 569-033,ESO-LV 569-0330,MCG -03-28-034,PGC 033418;;;
IC2624;Dup;11:07:18.07;-19:28:17.6;Crt;;;;;;;;;;;;;;;3497;;;;;;
IC2625;Dup;11:07:19.12;-19:33:20.3;Crt;;;;;;;;;;;;;;;3529;;;;;;
IC2626;G;11:09:03.87;+26:54:15.0;Leo;0.77;0.34;50;15.70;;13.08;12.38;12.10;23.43;Sb;;;;;;;;2MASX J11090387+2654152,PGC 033791,SDSS J110903.87+265415.0;;;
IC2627;G;11:09:53.39;-23:43:33.4;Crt;2.40;1.70;43;12.67;;9.90;9.18;8.99;23.04;SABc;;;;;;;;2MASX J11095340-2343335,ESO 502-021,ESO-LV 502-0210,IRAS 11074-2327,MCG -04-27-002,PGC 033860,UGCA 227;;;
IC2628;G;11:11:37.87;+12:07:19.1;Leo;0.75;0.69;110;15.10;;12.97;12.25;11.91;23.81;SBa;;;;;;;;2MASX J11113786+1207196,PGC 034038,SDSS J111137.87+120719.1;;;
IC2629;G;11:12:36.94;+12:06:17.8;Leo;0.70;0.34;28;16.20;;14.25;13.56;13.12;23.84;Sa;;;;;;;;2MASX J11123698+1206176,SDSS J111236.93+120617.7,SDSS J111236.94+120617.8;;;B-Mag taken from LEDA. 
IC2630;*;11:12:43.19;+12:19:08.2;Leo;;;;;;;;;;;;;;;;;;SDSS J111243.19+121908.2;;;
IC2631;Neb;11:09:52.79;-76:36:51.5;Cha;;;;;;;;;;;;;;;;;;HD 97300;;;
IC2632;G;11:13:05.94;+11:40:23.8;Leo;0.41;0.37;55;17.07;;14.11;13.15;12.82;23.95;E;;;;;;;;2MASX J11130592+1140235,PGC 1397074,SDSS J111305.93+114023.7,SDSS J111305.93+114023.8,SDSS J111305.94+114023.8;;;B-Mag taken from LEDA. 
IC2633;G;11:13:10.04;+11:36:03.6;Leo;0.62;0.36;17;16.53;;;;;23.79;Sc;;;;;;;;PGC 1396016,SDSS J111310.04+113603.5,SDSS J111310.04+113603.6;;;B-Mag taken from LEDA. 
IC2634;G;11:13:28.25;+10:29:09.5;Leo;0.90;0.82;110;15.00;;12.61;11.91;11.75;23.52;Sb;;;;;;;;2MASX J11132821+1029090,MCG +02-29-010,PGC 034178,SDSS J111328.24+102909.4,SDSS J111328.25+102909.4,SDSS J111328.25+102909.5;;;
IC2635;**;11:13:29.81;+11:27:50.0;Leo;;;;;;;;;;;;;;;;;;;;;
IC2636;G;11:13:34.04;+11:27:22.2;Leo;0.67;0.37;73;16.60;;12.88;12.20;12.25;24.51;E;;;;;;;;2MASX J11133406+1127220,LEDA 1393913,SDSS J111334.04+112722.2;;;B-Mag taken from LEDA. 
IC2637;G;11:13:49.75;+09:35:10.7;Leo;0.97;0.86;62;14.88;14.17;11.53;10.81;10.45;22.73;E-S0;;;;;;;;2MASX J11134972+0935106,IRAS 11112+0951,MCG +02-29-011,PGC 034199,SDSS J111349.73+093510.6,SDSS J111349.74+093510.6,SDSS J111349.74+093510.7,SDSS J111349.75+093510.7,UGC 06259;;;
IC2638;G;11:13:51.91;+10:33:48.2;Leo;0.97;0.65;100;15.10;;12.17;11.43;11.29;23.76;S0-a;;;;;;;;2MASX J11135191+1033476,MCG +02-29-012,PGC 034205,SDSS J111351.90+103348.2,UGC 06261;;;
IC2639;G;11:13:55.54;+09:38:34.1;Leo;0.57;0.42;100;16.43;;13.35;12.60;12.46;23.93;S0;;;;;;;;2MASX J11135553+0938336,LEDA 1367973,SDSS J111355.53+093834.0,SDSS J111355.53+093834.1,SDSS J111355.54+093834.1;;;B-Mag taken from LEDA. 
IC2640;G;11:14:05.49;+10:59:51.6;Leo;0.43;0.35;105;16.65;;;;;23.50;Sc;;;;;;;;2MASX J11140548+1059516,PGC 1387441,SDSS J111405.48+105951.5,SDSS J111405.49+105951.5,SDSS J111405.49+105951.6;;;B-Mag taken from LEDA. 
IC2641;*;11:14:10.55;+09:23:57.6;Leo;;;;;;;;;;;;;;;;;;SDSS J111410.55+092357.5;;;
IC2642;Other;11:14:15.80;+12:15:56.4;Leo;;;;;;;;;;;;;;;;;;;;;NED lists this object as type G, but there's nothing at these coords.
IC2643;*;11:14:26.56;+10:07:34.4;Leo;;;;;;;;;;;;;;;;;;SDSS J111426.55+100734.3;;;
IC2644;G;11:14:29.81;+10:46:06.5;Leo;0.61;0.36;76;16.52;;;;;24.28;E;;;;;;;;2MASX J11142982+1046062,SDSS J111429.80+104606.4,SDSS J111429.80+104606.5;;;B-Mag taken from LEDA. 
IC2645;G;11:14:30.82;+11:53:12.4;Leo;0.79;0.29;92;15.70;;12.96;12.10;11.87;23.70;S0-a;;;;;;;;2MASX J11143084+1153122,PGC 034250,SDSS J111430.82+115312.3,SDSS J111430.82+115312.4;;;
IC2646;G;11:14:37.60;+12:31:42.6;Leo;0.45;0.34;2;16.91;;;;;23.70;Sc;;;;;;;;2MASX J11143759+1231427,PGC 1411161,SDSS J111437.59+123142.6;;;B-Mag taken from LEDA. 
IC2647;*;11:14:38.62;+12:08:31.2;Leo;;;;;;;;;;;;;;;;;;SDSS J111438.61+120831.2;;;
IC2648;G;11:14:45.63;+10:13:29.4;Leo;0.58;0.46;16;15.70;;13.91;13.45;12.78;23.53;Sb;;;;;;;;2MASX J11144560+1013292,PGC 034267,SDSS J111445.62+101329.3,SDSS J111445.63+101329.3,SDSS J111445.63+101329.4;;;
IC2649;G;11:14:46.45;+11:07:39.7;Leo;0.85;0.74;74;15.00;;11.95;11.42;11.11;23.88;E;;;;;;;;2MASX J11144643+1107393,MCG +02-29-015,PGC 034273,SDSS J111446.44+110739.6;;;
IC2650;G;11:14:52.66;+13:51:08.9;Leo;0.48;0.43;21;16.74;;;;;23.74;Sbc;;;;;;;;2MASX J11145254+1351086,PGC 1442333,SDSS J111452.66+135108.8,SDSS J111452.66+135108.9;;;B-Mag taken from LEDA. 
IC2651;G;11:14:52.28;+12:14:23.2;Leo;0.52;0.39;84;16.27;;;;;23.48;Sb;;;;;;;;2MASX J11145228+1214226,PGC 1406082,SDSS J111452.28+121423.0,SDSS J111452.28+121423.1,SDSS J111452.28+121423.2;;;B-Mag taken from LEDA. 
IC2652;G;11:14:52.32;+12:26:53.0;Leo;0.67;0.64;45;16.32;;12.88;12.14;11.88;24.31;E;;;;;;;;2MASX J11145234+1226526,PGC 3090987,SDSS J111452.31+122653.0,SDSS J111452.32+122653.0;;;B-Mag taken from LEDA. 
IC2653;**;11:14:53.83;+10:32:54.1;Leo;;;;;;;;;;;;;;;;;;;;;
IC2654;G;11:15:02.86;+12:29:58.1;Leo;0.41;0.35;93;16.85;;;;;23.77;E;;;;;;;;2MASX J11150285+1229576,SDSS J111502.85+122958.0,SDSS J111502.86+122958.1;;;B-Mag taken from LEDA. 
IC2655;G;11:15:05.16;+12:09:51.8;Leo;0.36;0.30;68;17.44;;;;;24.09;E;;;;;;;;2MASX J11150517+1209516,PGC 1404832,SDSS J111505.15+120951.7,SDSS J111505.16+120951.8;;;B-Mag taken from LEDA. 
IC2656;G;11:15:05.38;+12:22:44.9;Leo;0.64;0.30;128;16.88;;;;;24.10;Sbc;;;;;;;;2MASX J11150531+1222446,PGC 1408477,SDSS J111505.37+122244.8,SDSS J111505.38+122244.9;;;B-Mag taken from LEDA. 
IC2657;G;11:15:08.71;+13:41:41.0;Leo;0.29;0.17;131;17.27;;;;;;E;;;;;;;;2MASX J11150874+1341406,SDSS J111508.70+134140.9,SDSS J111508.71+134140.9,SDSS J111508.71+134141.0;;;B-Mag taken from LEDA. 
IC2658;*;11:15:08.75;+12:59:47.8;Leo;;;;;;;;;;;;;;;;;;SDSS J111508.75+125947.7;;;
IC2659;*;11:15:27.84;+12:53:15.6;Leo;;;;;;;;;;;;;;;;;;SDSS J111527.83+125315.6;;;
IC2660;G;11:15:28.44;+12:26:13.9;Leo;0.40;0.31;158;16.78;;;;;23.45;Sb;;;;;;;;2MASX J11152842+1226139,PGC 1409536,SDSS J111528.44+122613.9;;;B-Mag taken from LEDA. 
IC2661;G;11:15:29.17;+13:36:31.2;Leo;0.68;0.26;110;15.40;;13.47;12.50;12.49;23.96;S0-a;;;;;;;;PGC 034330,SDSS J111529.05+133631.2;;;
IC2662;Other;11:15:30.79;+12:46:15.8;Leo;;;;;;;;;;;;;;;;;;;;This is a defect on the original Heidelberg plate.;
IC2663;*;11:15:32.38;+12:36:14.1;Leo;;;;;;;;;;;;;;;;;;SDSS J111532.38+123614.0;;;
IC2664;**;11:15:38.44;+12:33:45.7;Leo;;;;;;;;;;;;;;;;;;SDSS J111538.43+123345.6;;;
IC2665;G;11:15:40.78;+11:43:26.9;Leo;0.59;0.21;103;17.51;;;;;24.19;Sm;;;;;;;;PGC 1397841,SDSS J111540.78+114326.8,SDSS J111540.78+114326.9;;;B-Mag taken from LEDA. 
IC2666;G;11:15:43.77;+13:46:56.1;Leo;1.07;0.72;167;14.60;;11.50;10.75;10.53;23.05;S0-a;;;;;;;;2MASX J11154377+1346559,MCG +02-29-016,PGC 034342,SDSS J111543.76+134656.1,SDSS J111543.77+134656.1;;;
IC2667;G;11:15:44.04;+12:07:00.6;Leo;0.63;0.51;173;16.68;;;;;24.56;E;;;;;;;;2MASX J11154408+1207009,PGC 1404066,SDSS J111544.03+120700.5,SDSS J111544.04+120700.5,SDSS J111544.04+120700.6;;;B-Mag taken from LEDA. 
IC2668;G;11:15:32.28;-14:10:15.9;Crt;1.55;0.54;140;14.59;;11.72;11.04;10.66;23.79;SBa;;;;;;;;2MASX J11153229-1410158,IRAS 11130-1353,MCG -02-29-015,PGC 034333;;;B-Mag taken from LEDA. 
IC2669;**;11:15:53.22;+13:25:46.4;Leo;;;;;;;;;;;;;;;;;;;;;
IC2670;G;11:15:59.56;+11:47:00.1;Leo;0.46;0.29;166;16.57;;;;;23.46;Sab;;;;;;;;2MASX J11155959+1147005,PGC 1398699,SDSS J111559.55+114700.1;;;B-Mag taken from LEDA. 
IC2671;*;11:16:03.32;+13:07:27.3;Leo;;;;;;;;;;;;;;;;;;SDSS J111603.32+130727.2;;;
IC2672;*;11:16:03.82;+10:09:26.2;Leo;;;;;;;;;;;;;;;;;;;;;
IC2673;G;11:16:04.13;+10:09:45.2;Leo;0.85;0.55;35;15.30;;13.92;13.40;13.22;23.57;Sc;;;;;;;;2MASX J11160413+1009445,MCG +02-29-017,PGC 034368,SDSS J111604.13+100945.1,SDSS J111604.13+100945.2,SDSS J111604.14+100945.2,UGC 06288;;"Incorrectly called IC 2672 in CGCG; IC 2672 is a star 20 arcsec south.";
IC2674;G;11:16:08.25;+11:02:55.1;Leo;1.12;0.65;23;15.30;;;;;24.09;Sc;;;;;;;;PGC 034373,SDSS J111608.25+110255.1,SDSS J111608.26+110255.1,UGC 06290;;;
IC2675;*;11:16:10.81;+12:14:57.5;Leo;;;;;;;;;;;;;;;;;;SDSS J111610.80+121457.5;;;
IC2676;G;11:16:18.51;+09:49:18.6;Leo;0.14;0.11;155;17.69;;;;;21.97;Sc;;;;;;;;2MASX J11161848+0949188,SDSS J111618.50+094918.5,SDSS J111618.51+094918.6;;;B-Mag taken from LEDA. 
IC2677;G;11:16:19.30;+12:12:57.1;Leo;0.23;0.19;10;18.16;;;;;23.69;;;;;;;;;SDSS J111619.29+121257.0,SDSS J111619.30+121257.1;;The IC number includes a neighboring star.;B-Mag taken from LEDA
IC2678;G;11:16:21.64;+11:56:56.8;Leo;0.67;0.26;121;16.39;;;;;24.27;S0-a;;;;;;;;2MASX J11162163+1156564,PGC 1401305,SDSS J111621.63+115656.7,SDSS J111621.64+115656.8;;;B-Mag taken from LEDA. 
IC2679;G;11:16:23.20;+12:00:55.4;Leo;0.87;0.56;23;15.67;;12.61;12.06;11.75;24.17;S0-a;;;;;;;;2MASX J11162320+1200554,PGC 1402378,SDSS J111623.19+120055.3,SDSS J111623.20+120055.4;;;B-Mag taken from LEDA. 
IC2680;G;11:16:25.53;+09:48:25.7;Leo;0.79;0.28;132;15.60;;13.41;12.70;12.29;23.82;S0-a;;;;;;;;2MASX J11162551+0948259,PGC 034387,SDSS J111625.53+094825.7;;;
IC2681;Other;11:16:33.25;+11:12:25.9;Leo;;;;;;;;;;;;;;;;;;;;This is a defect on the original Heidelberg plate.;
IC2682;**;11:16:36.12;+09:24:38.8;Leo;;;;;;;;;;;;;;;;;;;;;
IC2683;G;11:16:54.30;+12:05:57.4;Leo;0.42;0.28;87;17.01;;;;;23.98;E;;;;;;;;SDSS J111654.29+120557.3,SDSS J111654.30+120557.4;;;B-Mag taken from LEDA. 
IC2684;G;11:17:01.05;+13:05:58.7;Leo;0.76;0.57;171;15.40;;;;;24.91;I;;;;;;;;PGC 034438,SDSS J111701.05+130558.6,SDSS J111701.05+130558.7;;;
IC2685;*;11:17:00.09;+10:05:38.7;Leo;;;;;;;;;;;;;;;;;;SDSS J111700.09+100538.6;;;
IC2686;*;11:17:02.51;+12:57:06.0;Leo;;;;;;;;;;;;;;;;;;SDSS J111702.51+125706.0;;;
IC2687;**;11:17:11.98;+10:09:29.2;Leo;;;;;;;;;;;;;;;;;;SDSS J111711.97+100929.1;;;
IC2688;NonEx;;;;;;;;;;;;;;;;;;;;;;;;
IC2689;G;11:17:19.50;+12:57:35.8;Leo;0.66;0.24;31;16.94;;;;;23.96;Sm;;;;;;;;LEDA 1419739,SDSS J111719.49+125735.7,SDSS J111719.50+125735.8;;;B-Mag taken from LEDA. 
IC2690;G;11:17:21.59;+12:58:31.5;Leo;0.28;0.26;47;18.03;;;;;24.06;;;;;;;;;2MASX J11172157+1258310,PGC 1420052,SDSS J111721.58+125831.5;;;B-Mag taken from LEDA. 
IC2691;*;11:17:24.58;+12:01:51.9;Leo;;;;;;;;;;;;;;;;;;SDSS J111724.58+120151.9;;;
IC2692;G;11:17:33.22;+10:46:05.0;Leo;0.52;0.39;100;16.62;;13.28;12.31;12.12;24.05;E;;;;;;;;2MASX J11173324+1046050,LEDA 1384189,SDSS J111733.21+104604.8,SDSS J111733.21+104604.9,SDSS J111733.21+104605.0,SDSS J111733.22+104604.9;;;B-Mag taken from LEDA. 
IC2693;*;11:17:36.31;+13:32:55.8;Leo;;;;;;;;;;;;;;;;;;SDSS J111736.30+133255.8;;;
IC2694;G;11:17:38.60;+13:22:34.0;Leo;0.76;0.36;86;15.30;;;;;23.17;SBbc;;;;;;;;PGC 034491;;Possibly a GPair.;
IC2695;G;11:17:48.57;+13:43:39.6;Leo;0.51;0.39;58;16.53;;;;;23.60;Sbc;;;;;;;;PGC 1438811,SDSS J111748.57+134339.5,SDSS J111748.57+134339.6;;;B-Mag taken from LEDA. 
IC2696;*;11:17:48.93;+12:45:20.7;Leo;;;;;;;;;;;;;;;;;;SDSS J111748.93+124520.6;;;
IC2697;*;11:17:51.13;+13:23:59.9;Leo;;;;;;;;;;;;;;;;;;SDSS J111751.13+132359.9;;;
IC2698;G;11:17:51.02;+11:53:08.8;Leo;0.70;0.48;43;15.60;;;;;23.68;Scd;;;;;;;;PGC 034510,SDSS J111751.01+115308.7,SDSS J111751.02+115308.8;;Interacting compact companion superposed 8 arcsec east.;
IC2699;*;11:17:52.65;+11:54:33.2;Leo;;;;;;;;;;;;;;;;;;SDSS J111752.64+115433.2;;;
IC2700;G;11:17:54.18;+12:03:15.1;Leo;0.38;0.31;120;17.03;;;;;23.59;Sc;;;;;;;;2MASX J11175419+1203144,PGC 1402998,SDSS J111754.18+120315.1;;;B-Mag taken from LEDA. 
IC2701;G;11:17:57.02;+11:07:05.0;Leo;0.44;0.22;78;17.20;;;;;23.55;Sc;;;;;;;;PGC 1389044,SDSS J111757.01+110704.9,SDSS J111757.02+110705.0;;;B-Mag taken from LEDA. 
IC2702;G;11:17:57.23;+09:24:44.9;Leo;0.40;0.34;117;17.01;;13.99;13.57;13.16;23.72;Sb;;;;;;;;2MASX J11175723+0924445,LEDA 1364735,SDSS J111757.22+092444.9,SDSS J111757.23+092444.9;;;B-Mag taken from LEDA. 
